"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"France (FR)","19.06.2015 11:00 - 19.06.2015 12:00 (UTC)","209","n/e","n/e","739","13","133","n/e","n/e","n/e","788","","6219","2353","n/e","44711","n/e","n/e","3261","192","n/e","1718"
"France (FR)","19.06.2015 12:00 - 19.06.2015 13:00 (UTC)","209","n/e","n/e","732","13","135","n/e","n/e","n/e","300","","6188","2292","n/e","44547","n/e","n/e","3283","191","n/e","1921"
"France (FR)","19.06.2015 13:00 - 19.06.2015 14:00 (UTC)","209","n/e","n/e","688","13","133","n/e","n/e","n/e","221","","6121","2259","n/e","44386","n/e","n/e","3221","192","n/e","2065"
"France (FR)","19.06.2015 14:00 - 19.06.2015 15:00 (UTC)","209","n/e","n/e","695","13","134","n/e","n/e","n/e","","36","6057","2165","n/e","44208","n/e","n/e","2954","193","n/e","2138"
"France (FR)","19.06.2015 15:00 - 19.06.2015 16:00 (UTC)","209","n/e","n/e","687","13","134","n/e","n/e","n/e","","199","6064","2853","n/e","44364","n/e","n/e","2447","193","n/e","2165"
"France (FR)","19.06.2015 16:00 - 19.06.2015 17:00 (UTC)","209","n/e","n/e","685","13","134","n/e","n/e","n/e","40","","6067","3024","n/e","44242","n/e","n/e","1758","195","n/e","2119"
"France (FR)","19.06.2015 17:00 - 19.06.2015 18:00 (UTC)","209","n/e","n/e","712","13","134","n/e","n/e","n/e","142","","6081","2860","n/e","44731","n/e","n/e","959","195","n/e","1983"
"France (FR)","19.06.2015 18:00 - 19.06.2015 19:00 (UTC)","209","n/e","n/e","737","13","133","n/e","n/e","n/e","734","","6052","2559","n/e","44441","n/e","n/e","364","195","n/e","1842"
"France (FR)","19.06.2015 19:00 - 19.06.2015 20:00 (UTC)","209","n/e","n/e","725","13","133","n/e","n/e","n/e","538","","6050","2249","n/e","44176","n/e","n/e","93","196","n/e","1799"
"France (FR)","19.06.2015 20:00 - 19.06.2015 21:00 (UTC)","209","n/e","n/e","724","13","133","n/e","n/e","n/e","724","","6031","2798","n/e","44252","n/e","n/e","0","196","n/e","1776"
"France (FR)","19.06.2015 21:00 - 19.06.2015 22:00 (UTC)","209","n/e","n/e","732","13","132","n/e","n/e","n/e","737","","6105","2616","n/e","43768","n/e","n/e","0","197","n/e","1685"
"France (FR)","19.06.2015 22:00 - 19.06.2015 23:00 (UTC)","209","n/e","n/e","715","13","132","n/e","n/e","n/e","333","","5840","2999","n/e","42999","n/e","n/e","0","197","n/e","1583"
"France (FR)","19.06.2015 23:00 - 20.06.2015 00:00 (UTC)","209","n/e","n/e","705","13","134","n/e","n/e","n/e","","311","5732","1861","n/e","42200","n/e","n/e","0","199","n/e","1513"
"France (FR)","20.06.2015 00:00 - 20.06.2015 01:00 (UTC)","209","n/e","n/e","705","13","132","n/e","n/e","n/e","","1132","5594","1232","n/e","42064","n/e","n/e","0","200","n/e","1457"
"France (FR)","20.06.2015 01:00 - 20.06.2015 02:00 (UTC)","209","n/e","n/e","707","13","129","n/e","n/e","n/e","","2251","5564","1033","n/e","41510","n/e","n/e","0","200","n/e","1431"
"France (FR)","20.06.2015 02:00 - 20.06.2015 03:00 (UTC)","209","n/e","n/e","688","13","131","n/e","n/e","n/e","","2426","5538","864","n/e","41538","n/e","n/e","0","199","n/e","1325"
"France (FR)","20.06.2015 03:00 - 20.06.2015 04:00 (UTC)","209","n/e","n/e","684","13","131","n/e","n/e","n/e","","2241","5539","852","n/e","41594","n/e","n/e","24","197","n/e","1253"
"France (FR)","20.06.2015 04:00 - 20.06.2015 05:00 (UTC)","209","n/e","n/e","674","13","132","n/e","n/e","n/e","","2175","5526","920","n/e","41460","n/e","n/e","120","198","n/e","1183"
"France (FR)","20.06.2015 05:00 - 20.06.2015 06:00 (UTC)","209","n/e","n/e","680","13","129","n/e","n/e","n/e","","1212","5467","915","n/e","42056","n/e","n/e","452","197","n/e","1084"
"France (FR)","20.06.2015 06:00 - 20.06.2015 07:00 (UTC)","209","n/e","n/e","686","13","130","n/e","n/e","n/e","","562","5431","1297","n/e","42866","n/e","n/e","1113","196","n/e","927"
"France (FR)","20.06.2015 07:00 - 20.06.2015 08:00 (UTC)","209","n/e","n/e","688","13","133","n/e","n/e","n/e","","93","5529","2354","n/e","42985","n/e","n/e","1944","195","n/e","875"
"France (FR)","20.06.2015 08:00 - 20.06.2015 09:00 (UTC)","209","n/e","n/e","692","13","133","n/e","n/e","n/e","","53","5552","1883","n/e","42906","n/e","n/e","2737","194","n/e","941"
"France (FR)","20.06.2015 09:00 - 20.06.2015 10:00 (UTC)","209","n/e","n/e","702","13","134","n/e","n/e","n/e","","13","5404","1911","n/e","43124","n/e","n/e","3254","191","n/e","959"
"France (FR)","20.06.2015 10:00 - 20.06.2015 11:00 (UTC)","209","n/e","n/e","714","13","133","n/e","n/e","n/e","434","","5396","2008","n/e","42899","n/e","n/e","3535","192","n/e","958"
"France (FR)","20.06.2015 11:00 - 20.06.2015 12:00 (UTC)","209","n/e","n/e","711","13","132","n/e","n/e","n/e","","377","5354","1018","n/e","42024","n/e","n/e","3654","192","n/e","993"
"France (FR)","20.06.2015 12:00 - 20.06.2015 13:00 (UTC)","209","n/e","n/e","727","13","133","n/e","n/e","n/e","","1217","5263","710","n/e","41722","n/e","n/e","3610","193","n/e","1015"
"France (FR)","20.06.2015 13:00 - 20.06.2015 14:00 (UTC)","209","n/e","n/e","731","13","133","n/e","n/e","n/e","","2172","5163","632","n/e","41440","n/e","n/e","3417","193","n/e","1054"
"France (FR)","20.06.2015 14:00 - 20.06.2015 15:00 (UTC)","209","n/e","n/e","743","13","133","n/e","n/e","n/e","","2410","5141","613","n/e","41591","n/e","n/e","3047","193","n/e","1117"
"France (FR)","20.06.2015 15:00 - 20.06.2015 16:00 (UTC)","209","n/e","n/e","749","13","134","n/e","n/e","n/e","","957","5278","911","n/e","41708","n/e","n/e","2467","194","n/e","1177"
"France (FR)","20.06.2015 16:00 - 20.06.2015 17:00 (UTC)","209","n/e","n/e","746","13","134","n/e","n/e","n/e","","452","5447","1669","n/e","42762","n/e","n/e","1668","193","n/e","1172"
"France (FR)","20.06.2015 17:00 - 20.06.2015 18:00 (UTC)","209","n/e","n/e","750","13","134","n/e","n/e","n/e","845","","5547","2027","n/e","43138","n/e","n/e","895","195","n/e","1087"
"France (FR)","20.06.2015 18:00 - 20.06.2015 19:00 (UTC)","209","n/e","n/e","751","13","131","n/e","n/e","n/e","580","","5538","1726","n/e","43260","n/e","n/e","330","196","n/e","986"
"France (FR)","20.06.2015 19:00 - 20.06.2015 20:00 (UTC)","209","n/e","n/e","747","13","130","n/e","n/e","n/e","107","","5541","1877","n/e","43421","n/e","n/e","86","196","n/e","985"
"France (FR)","20.06.2015 20:00 - 20.06.2015 21:00 (UTC)","209","n/e","n/e","734","13","129","n/e","n/e","n/e","421","","5504","2606","n/e","43239","n/e","n/e","0","198","n/e","974"
"France (FR)","20.06.2015 21:00 - 20.06.2015 22:00 (UTC)","209","n/e","n/e","748","13","129","n/e","n/e","n/e","842","","5343","3346","n/e","43467","n/e","n/e","0","200","n/e","924"
"France (FR)","20.06.2015 22:00 - 20.06.2015 23:00 (UTC)","209","n/e","n/e","747","13","129","n/e","n/e","n/e","299","","5118","2453","n/e","43281","n/e","n/e","0","201","n/e","919"
"France (FR)","20.06.2015 23:00 - 21.06.2015 00:00 (UTC)","209","n/e","n/e","746","13","129","n/e","n/e","n/e","","92","4848","1211","n/e","41946","n/e","n/e","0","201","n/e","915"
"France (FR)","21.06.2015 00:00 - 21.06.2015 01:00 (UTC)","209","n/e","n/e","740","13","130","n/e","n/e","n/e","","815","4833","1071","n/e","40235","n/e","n/e","0","202","n/e","916"
"France (FR)","21.06.2015 01:00 - 21.06.2015 02:00 (UTC)","208","n/e","n/e","736","13","132","n/e","n/e","n/e","","1832","4765","907","n/e","38736","n/e","n/e","0","204","n/e","914"
"France (FR)","21.06.2015 02:00 - 21.06.2015 03:00 (UTC)","209","n/e","n/e","737","13","133","n/e","n/e","n/e","","2215","4741","570","n/e","37558","n/e","n/e","0","203","n/e","885"
"France (FR)","21.06.2015 03:00 - 21.06.2015 04:00 (UTC)","209","n/e","n/e","720","13","133","n/e","n/e","n/e","","2614","4658","477","n/e","36806","n/e","n/e","32","205","n/e","968"
"France (FR)","21.06.2015 04:00 - 21.06.2015 05:00 (UTC)","209","n/e","n/e","728","13","134","n/e","n/e","n/e","","2746","4557","381","n/e","36531","n/e","n/e","115","200","n/e","1032"
"France (FR)","21.06.2015 05:00 - 21.06.2015 06:00 (UTC)","209","n/e","n/e","727","13","132","n/e","n/e","n/e","","2813","4470","389","n/e","37148","n/e","n/e","414","192","n/e","1020"
"France (FR)","21.06.2015 06:00 - 21.06.2015 07:00 (UTC)","209","n/e","n/e","733","13","133","n/e","n/e","n/e","","2546","4537","677","n/e","38209","n/e","n/e","1006","190","n/e","1056"
"France (FR)","21.06.2015 07:00 - 21.06.2015 08:00 (UTC)","209","n/e","n/e","727","13","132","n/e","n/e","n/e","","1351","4617","1130","n/e","39537","n/e","n/e","1759","187","n/e","1168"
"France (FR)","21.06.2015 08:00 - 21.06.2015 09:00 (UTC)","209","n/e","n/e","711","13","134","n/e","n/e","n/e","","1076","4692","1045","n/e","40222","n/e","n/e","2443","185","n/e","1387"
"France (FR)","21.06.2015 09:00 - 21.06.2015 10:00 (UTC)","208","n/e","n/e","721","13","133","n/e","n/e","n/e","","1265","4643","1074","n/e","40083","n/e","n/e","2979","184","n/e","1586"
"France (FR)","21.06.2015 10:00 - 21.06.2015 11:00 (UTC)","207","n/e","n/e","734","13","132","n/e","n/e","n/e","","319","4594","1543","n/e","40339","n/e","n/e","3286","184","n/e","1802"
"France (FR)","21.06.2015 11:00 - 21.06.2015 12:00 (UTC)","208","n/e","n/e","741","13","132","n/e","n/e","n/e","","791","4591","1224","n/e","39948","n/e","n/e","3329","182","n/e","1928"
"France (FR)","21.06.2015 12:00 - 21.06.2015 13:00 (UTC)","209","n/e","n/e","736","13","133","n/e","n/e","n/e","","2301","4612","780","n/e","39079","n/e","n/e","3329","180","n/e","2011"
"France (FR)","21.06.2015 13:00 - 21.06.2015 14:00 (UTC)","209","n/e","n/e","748","13","132","n/e","n/e","n/e","","2795","4653","771","n/e","38205","n/e","n/e","3172","179","n/e","2291"
"France (FR)","21.06.2015 14:00 - 21.06.2015 15:00 (UTC)","209","n/e","n/e","750","13","132","n/e","n/e","n/e","","2629","4683","759","n/e","38708","n/e","n/e","2853","178","n/e","2412"
"France (FR)","21.06.2015 15:00 - 21.06.2015 16:00 (UTC)","209","n/e","n/e","751","13","133","n/e","n/e","n/e","","1828","4684","779","n/e","39620","n/e","n/e","2347","180","n/e","2403"
"France (FR)","21.06.2015 16:00 - 21.06.2015 17:00 (UTC)","209","n/e","n/e","745","13","133","n/e","n/e","n/e","","1387","4737","864","n/e","39824","n/e","n/e","1672","179","n/e","2384"
"France (FR)","21.06.2015 17:00 - 21.06.2015 18:00 (UTC)","209","n/e","n/e","745","13","130","n/e","n/e","n/e","","653","4860","1444","n/e","41093","n/e","n/e","923","179","n/e","2196"
"France (FR)","21.06.2015 18:00 - 21.06.2015 19:00 (UTC)","209","n/e","n/e","750","13","129","n/e","n/e","n/e","","245","4835","1458","n/e","41480","n/e","n/e","344","179","n/e","1795"
"France (FR)","21.06.2015 19:00 - 21.06.2015 20:00 (UTC)","209","n/e","n/e","746","13","129","n/e","n/e","n/e","","71","4883","1681","n/e","41799","n/e","n/e","91","182","n/e","1472"
"France (FR)","21.06.2015 20:00 - 21.06.2015 21:00 (UTC)","209","n/e","n/e","852","13","130","n/e","n/e","n/e","947","","4937","2963","n/e","42052","n/e","n/e","0","183","n/e","1388"
"France (FR)","21.06.2015 21:00 - 21.06.2015 22:00 (UTC)","209","n/e","n/e","1079","13","133","n/e","n/e","n/e","729","","4860","3352","n/e","42033","n/e","n/e","0","183","n/e","1384"
"France (FR)","21.06.2015 22:00 - 21.06.2015 23:00 (UTC)","209","n/e","n/e","855","13","132","n/e","n/e","n/e","","136","4797","1656","n/e","41500","n/e","n/e","0","183","n/e","1321"
"France (FR)","21.06.2015 23:00 - 22.06.2015 00:00 (UTC)","209","n/e","n/e","751","13","129","n/e","n/e","n/e","","1714","4675","1213","n/e","41379","n/e","n/e","0","186","n/e","1218"
"France (FR)","22.06.2015 00:00 - 22.06.2015 01:00 (UTC)","209","n/e","n/e","746","13","130","n/e","n/e","n/e","","2459","4608","1247","n/e","41341","n/e","n/e","0","187","n/e","1083"
"France (FR)","22.06.2015 01:00 - 22.06.2015 02:00 (UTC)","209","n/e","n/e","735","13","133","n/e","n/e","n/e","","2669","4711","1238","n/e","40912","n/e","n/e","0","187","n/e","852"
"France (FR)","22.06.2015 02:00 - 22.06.2015 03:00 (UTC)","209","n/e","n/e","726","13","132","n/e","n/e","n/e","","2533","4748","1025","n/e","40775","n/e","n/e","0","188","n/e","775"
"France (FR)","22.06.2015 03:00 - 22.06.2015 04:00 (UTC)","208","n/e","n/e","735","13","132","n/e","n/e","n/e","","1838","4819","1042","n/e","41198","n/e","n/e","23","187","n/e","799"
"France (FR)","22.06.2015 04:00 - 22.06.2015 05:00 (UTC)","209","n/e","n/e","730","13","131","n/e","n/e","n/e","","423","4910","1873","n/e","42259","n/e","n/e","117","187","n/e","814"
"France (FR)","22.06.2015 05:00 - 22.06.2015 06:00 (UTC)","209","n/e","n/e","832","13","132","n/e","n/e","n/e","27","","5068","2573","n/e","43782","n/e","n/e","415","184","n/e","784"
"France (FR)","22.06.2015 06:00 - 22.06.2015 07:00 (UTC)","209","n/e","n/e","904","13","133","n/e","n/e","n/e","370","","5329","3236","n/e","44450","n/e","n/e","1035","182","n/e","824"
"France (FR)","22.06.2015 07:00 - 22.06.2015 08:00 (UTC)","209","n/e","n/e","1038","13","133","n/e","n/e","n/e","1017","","5455","3069","n/e","44388","n/e","n/e","1832","182","n/e","921"
"France (FR)","22.06.2015 08:00 - 22.06.2015 09:00 (UTC)","209","n/e","n/e","1182","13","133","n/e","n/e","n/e","1109","","5514","2847","n/e","44731","n/e","n/e","2542","181","n/e","1057"
"France (FR)","22.06.2015 09:00 - 22.06.2015 10:00 (UTC)","209","n/e","n/e","1168","13","133","n/e","n/e","n/e","1265","","5458","3360","n/e","44735","n/e","n/e","2992","180","n/e","1244"
"France (FR)","22.06.2015 10:00 - 22.06.2015 11:00 (UTC)","209","n/e","n/e","1089","13","133","n/e","n/e","n/e","1431","","5511","3239","n/e","44622","n/e","n/e","3248","181","n/e","1655"
"France (FR)","22.06.2015 11:00 - 22.06.2015 12:00 (UTC)","209","n/e","n/e","1096","13","133","n/e","n/e","n/e","1518","","5542","2928","n/e","44669","n/e","n/e","3291","181","n/e","2015"
"France (FR)","22.06.2015 12:00 - 22.06.2015 13:00 (UTC)","209","n/e","n/e","1090","13","134","n/e","n/e","n/e","1635","","5397","3799","n/e","44696","n/e","n/e","3156","181","n/e","2158"
"France (FR)","22.06.2015 13:00 - 22.06.2015 14:00 (UTC)","209","n/e","n/e","1120","13","135","n/e","n/e","n/e","1624","","5536","3844","n/e","44744","n/e","n/e","2980","179","n/e","2402"
"France (FR)","22.06.2015 14:00 - 22.06.2015 15:00 (UTC)","209","n/e","n/e","1054","13","134","n/e","n/e","n/e","1061","","5584","3053","n/e","44605","n/e","n/e","2664","180","n/e","2546"
"France (FR)","22.06.2015 15:00 - 22.06.2015 16:00 (UTC)","209","n/e","n/e","1018","13","135","n/e","n/e","n/e","1039","","5610","3398","n/e","44764","n/e","n/e","2166","180","n/e","2904"
"France (FR)","22.06.2015 16:00 - 22.06.2015 17:00 (UTC)","209","n/e","n/e","1074","13","133","n/e","n/e","n/e","1177","","5736","3259","n/e","44582","n/e","n/e","1473","181","n/e","3371"
"France (FR)","22.06.2015 17:00 - 22.06.2015 18:00 (UTC)","209","n/e","n/e","981","13","133","n/e","n/e","n/e","1075","","5853","3359","n/e","44567","n/e","n/e","770","181","n/e","3286"
"France (FR)","22.06.2015 18:00 - 22.06.2015 19:00 (UTC)","209","n/e","n/e","751","13","133","n/e","n/e","n/e","749","","5748","2510","n/e","44343","n/e","n/e","289","180","n/e","3106"
"France (FR)","22.06.2015 19:00 - 22.06.2015 20:00 (UTC)","209","n/e","n/e","738","13","134","n/e","n/e","n/e","3","","5510","1993","n/e","44658","n/e","n/e","78","181","n/e","2794"
"France (FR)","22.06.2015 20:00 - 22.06.2015 21:00 (UTC)","209","n/e","n/e","744","13","133","n/e","n/e","n/e","675","","5441","2785","n/e","44199","n/e","n/e","0","177","n/e","2461"
"France (FR)","22.06.2015 21:00 - 22.06.2015 22:00 (UTC)","209","n/e","n/e","749","13","133","n/e","n/e","n/e","902","","5342","2701","n/e","44185","n/e","n/e","0","181","n/e","2336"
"France (FR)","22.06.2015 22:00 - 22.06.2015 23:00 (UTC)","209","n/e","n/e","752","11","133","n/e","n/e","n/e","","341","5119","1465","n/e","43690","n/e","n/e","0","184","n/e","2034"
"France (FR)","22.06.2015 23:00 - 23.06.2015 00:00 (UTC)","209","n/e","n/e","749","11","134","n/e","n/e","n/e","","1749","4889","1009","n/e","44056","n/e","n/e","0","184","n/e","1710"
"France (FR)","23.06.2015 00:00 - 23.06.2015 01:00 (UTC)","209","n/e","n/e","744","11","133","n/e","n/e","n/e","","1988","4779","900","n/e","44017","n/e","n/e","0","185","n/e","1502"
"France (FR)","23.06.2015 01:00 - 23.06.2015 02:00 (UTC)","209","n/e","n/e","736","11","130","n/e","n/e","n/e","","2566","4775","810","n/e","43793","n/e","n/e","0","186","n/e","1530"
"France (FR)","23.06.2015 02:00 - 23.06.2015 03:00 (UTC)","209","n/e","n/e","746","11","130","n/e","n/e","n/e","","2964","4828","845","n/e","43524","n/e","n/e","0","184","n/e","1626"
"France (FR)","23.06.2015 03:00 - 23.06.2015 04:00 (UTC)","209","n/e","n/e","734","11","129","n/e","n/e","n/e","","2850","4874","883","n/e","43926","n/e","n/e","22","184","n/e","1652"
"France (FR)","23.06.2015 04:00 - 23.06.2015 05:00 (UTC)","209","n/e","n/e","739","11","133","n/e","n/e","n/e","","1506","4994","1131","n/e","44640","n/e","n/e","117","187","n/e","1551"
"France (FR)","23.06.2015 05:00 - 23.06.2015 06:00 (UTC)","209","n/e","n/e","921","11","134","n/e","n/e","n/e","304","","5323","1878","n/e","44697","n/e","n/e","426","187","n/e","1429"
"France (FR)","23.06.2015 06:00 - 23.06.2015 07:00 (UTC)","209","n/e","n/e","1048","11","241","n/e","n/e","n/e","1050","","5504","2328","n/e","44738","n/e","n/e","1010","187","n/e","1285"
"France (FR)","23.06.2015 07:00 - 23.06.2015 08:00 (UTC)","209","n/e","n/e","1150","11","264","n/e","n/e","n/e","1238","","5483","2569","n/e","44968","n/e","n/e","1786","187","n/e","1240"
"France (FR)","23.06.2015 08:00 - 23.06.2015 09:00 (UTC)","209","n/e","n/e","1000","11","264","n/e","n/e","n/e","1013","","5543","2348","n/e","44685","n/e","n/e","2524","186","n/e","1225"
"France (FR)","23.06.2015 09:00 - 23.06.2015 10:00 (UTC)","209","n/e","n/e","804","11","158","n/e","n/e","n/e","1201","","5623","3095","n/e","43734","n/e","n/e","3042","185","n/e","1189"
"France (FR)","23.06.2015 10:00 - 23.06.2015 11:00 (UTC)","209","n/e","n/e","749","11","141","n/e","n/e","n/e","1473","","5519","2846","n/e","44846","n/e","n/e","3300","185","n/e","1244"
"France (FR)","23.06.2015 11:00 - 23.06.2015 12:00 (UTC)","206","n/e","n/e","738","11","134","n/e","n/e","n/e","1073","","5295","2804","n/e","44551","n/e","n/e","3377","184","n/e","1256"
"France (FR)","23.06.2015 12:00 - 23.06.2015 13:00 (UTC)","193","n/e","n/e","741","11","142","n/e","n/e","n/e","1053","","5300","2792","n/e","44779","n/e","n/e","3406","184","n/e","1170"
"France (FR)","23.06.2015 13:00 - 23.06.2015 14:00 (UTC)","193","n/e","n/e","752","11","134","n/e","n/e","n/e","962","","5251","2253","n/e","44436","n/e","n/e","3248","184","n/e","1143"
"France (FR)","23.06.2015 14:00 - 23.06.2015 15:00 (UTC)","194","n/e","n/e","749","11","134","n/e","n/e","n/e","650","","5325","2002","n/e","44473","n/e","n/e","2890","186","n/e","1135"
"France (FR)","23.06.2015 15:00 - 23.06.2015 16:00 (UTC)","202","n/e","n/e","775","11","133","n/e","n/e","n/e","739","","5404","2228","n/e","44386","n/e","n/e","2434","185","n/e","1162"
"France (FR)","23.06.2015 16:00 - 23.06.2015 17:00 (UTC)","209","n/e","n/e","764","11","133","n/e","n/e","n/e","771","","5410","2306","n/e","44452","n/e","n/e","1682","186","n/e","1081"
"France (FR)","23.06.2015 17:00 - 23.06.2015 18:00 (UTC)","208","n/e","n/e","773","11","134","n/e","n/e","n/e","804","","5431","2541","n/e","44874","n/e","n/e","907","186","n/e","1025"
"France (FR)","23.06.2015 18:00 - 23.06.2015 19:00 (UTC)","209","n/e","n/e","794","11","134","n/e","n/e","n/e","551","","5447","2340","n/e","44677","n/e","n/e","353","172","n/e","943"
"France (FR)","23.06.2015 19:00 - 23.06.2015 20:00 (UTC)","209","n/e","n/e","790","11","134","n/e","n/e","n/e","","34","5258","1863","n/e","44656","n/e","n/e","95","186","n/e","944"
"France (FR)","23.06.2015 20:00 - 23.06.2015 21:00 (UTC)","209","n/e","n/e","803","11","134","n/e","n/e","n/e","530","","5291","2608","n/e","44462","n/e","n/e","0","188","n/e","960"
"France (FR)","23.06.2015 21:00 - 23.06.2015 22:00 (UTC)","209","n/e","n/e","812","11","132","n/e","n/e","n/e","1045","","5492","3204","n/e","44397","n/e","n/e","0","190","n/e","950"
"France (FR)","23.06.2015 22:00 - 23.06.2015 23:00 (UTC)","209","n/e","n/e","783","11","133","n/e","n/e","n/e","","49","5127","2056","n/e","43948","n/e","n/e","0","192","n/e","927"
"France (FR)","23.06.2015 23:00 - 24.06.2015 00:00 (UTC)","209","n/e","n/e","784","11","133","n/e","n/e","n/e","","1694","4722","1255","n/e","44046","n/e","n/e","0","193","n/e","926"
"France (FR)","24.06.2015 00:00 - 24.06.2015 01:00 (UTC)","209","n/e","n/e","784","11","132","n/e","n/e","n/e","","2333","4573","1011","n/e","43477","n/e","n/e","0","192","n/e","867"
"France (FR)","24.06.2015 01:00 - 24.06.2015 02:00 (UTC)","209","n/e","n/e","766","11","133","n/e","n/e","n/e","","2884","4561","781","n/e","43002","n/e","n/e","0","193","n/e","823"
"France (FR)","24.06.2015 02:00 - 24.06.2015 03:00 (UTC)","209","n/e","n/e","759","11","134","n/e","n/e","n/e","","2964","4609","695","n/e","43041","n/e","n/e","0","192","n/e","785"
"France (FR)","24.06.2015 03:00 - 24.06.2015 04:00 (UTC)","209","n/e","n/e","759","11","133","n/e","n/e","n/e","","2877","4723","945","n/e","43619","n/e","n/e","27","192","n/e","775"
"France (FR)","24.06.2015 04:00 - 24.06.2015 05:00 (UTC)","209","n/e","n/e","761","11","133","n/e","n/e","n/e","","1714","4893","1210","n/e","44359","n/e","n/e","135","190","n/e","761"
"France (FR)","24.06.2015 05:00 - 24.06.2015 06:00 (UTC)","209","n/e","n/e","739","11","134","n/e","n/e","n/e","121","","5148","1984","n/e","44902","n/e","n/e","496","188","n/e","694"
"France (FR)","24.06.2015 06:00 - 24.06.2015 07:00 (UTC)","209","n/e","n/e","751","11","133","n/e","n/e","n/e","1144","","5350","2810","n/e","45042","n/e","n/e","1230","188","n/e","550"
"France (FR)","24.06.2015 07:00 - 24.06.2015 08:00 (UTC)","209","n/e","n/e","757","11","132","n/e","n/e","n/e","1539","","5387","3137","n/e","44981","n/e","n/e","2173","185","n/e","489"
"France (FR)","24.06.2015 08:00 - 24.06.2015 09:00 (UTC)","209","n/e","n/e","753","11","132","n/e","n/e","n/e","1486","","5315","3094","n/e","44942","n/e","n/e","3002","187","n/e","486"
"France (FR)","24.06.2015 09:00 - 24.06.2015 10:00 (UTC)","209","n/e","n/e","757","11","132","n/e","n/e","n/e","1534","","5408","2912","n/e","44878","n/e","n/e","3576","188","n/e","447"
"France (FR)","24.06.2015 10:00 - 24.06.2015 11:00 (UTC)","209","n/e","n/e","710","11","133","n/e","n/e","n/e","1532","","5427","2875","n/e","44823","n/e","n/e","3865","188","n/e","364"
"France (FR)","24.06.2015 11:00 - 24.06.2015 12:00 (UTC)","209","n/e","n/e","707","11","133","n/e","n/e","n/e","1288","","5462","2516","n/e","44756","n/e","n/e","3962","188","n/e","322"
"France (FR)","24.06.2015 12:00 - 24.06.2015 13:00 (UTC)","209","n/e","n/e","705","11","134","n/e","n/e","n/e","1046","","5381","2467","n/e","44904","n/e","n/e","3929","188","n/e","312"
"France (FR)","24.06.2015 13:00 - 24.06.2015 14:00 (UTC)","209","n/e","n/e","745","11","134","n/e","n/e","n/e","294","","5263","2175","n/e","44633","n/e","n/e","3729","188","n/e","318"
"France (FR)","24.06.2015 14:00 - 24.06.2015 15:00 (UTC)","209","n/e","n/e","753","11","133","n/e","n/e","n/e","","255","5278","1979","n/e","44493","n/e","n/e","3310","187","n/e","327"
"France (FR)","24.06.2015 15:00 - 24.06.2015 16:00 (UTC)","209","n/e","n/e","809","11","134","n/e","n/e","n/e","","239","5462","1919","n/e","44630","n/e","n/e","2694","186","n/e","339"
"France (FR)","24.06.2015 16:00 - 24.06.2015 17:00 (UTC)","209","n/e","n/e","842","11","134","n/e","n/e","n/e","617","","5549","2837","n/e","44621","n/e","n/e","1903","189","n/e","341"
"France (FR)","24.06.2015 17:00 - 24.06.2015 18:00 (UTC)","209","n/e","n/e","892","11","133","n/e","n/e","n/e","1239","","5717","3276","n/e","44791","n/e","n/e","1011","191","n/e","340"
"France (FR)","24.06.2015 18:00 - 24.06.2015 19:00 (UTC)","209","n/e","n/e","996","11","133","n/e","n/e","n/e","1004","","5736","2746","n/e","44410","n/e","n/e","368","192","n/e","350"
"France (FR)","24.06.2015 19:00 - 24.06.2015 20:00 (UTC)","209","n/e","n/e","1046","11","135","n/e","n/e","n/e","577","","5704","2241","n/e","44270","n/e","n/e","95","193","n/e","383"
"France (FR)","24.06.2015 20:00 - 24.06.2015 21:00 (UTC)","209","n/e","n/e","1060","11","140","n/e","n/e","n/e","727","","5678","2468","n/e","44276","n/e","n/e","0","194","n/e","429"
"France (FR)","24.06.2015 21:00 - 24.06.2015 22:00 (UTC)","209","n/e","n/e","1064","11","140","n/e","n/e","n/e","1274","","5654","2679","n/e","44154","n/e","n/e","0","194","n/e","419"
"France (FR)","24.06.2015 22:00 - 24.06.2015 23:00 (UTC)","209","n/e","n/e","1070","11","133","n/e","n/e","n/e","","185","5241","1689","n/e","44411","n/e","n/e","0","194","n/e","445"
"France (FR)","24.06.2015 23:00 - 25.06.2015 00:00 (UTC)","209","n/e","n/e","1053","11","134","n/e","n/e","n/e","","2002","4877","1154","n/e","44719","n/e","n/e","0","195","n/e","453"
